home_goals_scored_avg,home_goals_conceded_avg,away_goals_scored_avg,away_goals_conceded_avg,home_win_rate,away_win_rate,home_form_points,away_form_points,home_advantage,home_shot_accuracy,away_shot_accuracy,home_discipline,away_discipline,outcome,League,date,home_team,away_team
0.7142857142857143,1.1428571428571428,1.8,1.0,0.2857142857142857,0.4,1.0,1.4,1,0.6,0.34615384615384615,7,3,1,spain,2020-10-31,Alaves,Barcelona
1.5,0.6666666666666666,0.7142857142857143,1.4285714285714286,0.6666666666666666,0.0,2.1666666666666665,0.7142857142857143,1,0.42857142857142855,0.2,0,2,2,spain,2020-10-31,Real Madrid,Huesca
1.2857142857142858,1.5714285714285714,0.8333333333333334,0.6666666666666666,0.2857142857142857,0.5,1.0,1.6666666666666667,1,0.4166666666666667,0.29411764705882354,11,8,1,spain,2020-11-01,Valencia,Getafe
1.3333333333333333,1.3333333333333333,1.0,1.8333333333333333,0.6666666666666666,0.16666666666666666,2.1666666666666665,0.6666666666666666,1,0.3333333333333333,0.2,5,3,1,spain,2020-11-01,Granada,Levante
1.0,1.5714285714285714,1.0,0.8,0.42857142857142855,0.6,1.2857142857142858,2.0,1,0.5555555555555556,0.4,2,1,2,spain,2020-11-01,Betis,Elche
0.5714285714285714,1.4285714285714286,2.0,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.8571428571428571,2.0,1,0.2,0.7,5,5,0,spain,2020-11-01,Celta,Sociedad
1.1428571428571428,1.1428571428571428,0.7142857142857143,1.5714285714285714,0.42857142857142855,0.0,1.7142857142857142,0.42857142857142855,1,0.4166666666666667,0.08333333333333333,1,3,2,spain,2020-11-02,Villarreal,Valladolid
1.0,1.1666666666666667,0.625,1.75,0.5,0.125,1.6666666666666667,0.75,1,0.1111111111111111,0.4,3,4,1,spain,2020-11-06,Elche,Celta
0.75,1.75,0.625,1.0,0.0,0.25,0.625,1.0,1,0.4,0.3333333333333333,2,0,1,spain,2020-11-07,Huesca,Eibar
1.6666666666666667,1.0,1.25,1.5,0.3333333333333333,0.5,1.3333333333333333,1.5,1,0.47368421052631576,0.46153846153846156,2,5,2,spain,2020-11-07,Barcelona,Betis
1.0,1.0,1.0,1.0,0.3333333333333333,0.42857142857142855,1.1666666666666667,1.4285714285714286,1,0.1,0.18181818181818182,2,3,2,spain,2020-11-07,Sevilla,Osasuna
2.1666666666666665,0.3333333333333333,1.0,0.75,0.6666666666666666,0.5,2.3333333333333335,1.75,1,0.3888888888888889,0.2727272727272727,1,1,2,spain,2020-11-07,Ath Madrid,Cadiz
1.375,1.625,1.8571428571428572,0.7142857142857143,0.25,0.7142857142857143,1.0,2.2857142857142856,1,0.5,0.35294117647058826,3,2,2,spain,2020-11-08,Valencia,Real Madrid
0.625,1.625,0.8571428571428571,1.0,0.0,0.42857142857142855,0.375,1.2857142857142858,1,0.5,0.1111111111111111,4,2,2,spain,2020-11-08,Valladolid,Ath Bilbao
1.0,1.7142857142857142,0.75,1.125,0.14285714285714285,0.25,0.7142857142857143,1.0,1,0.2631578947368421,0.2857142857142857,1,9,1,spain,2020-11-08,Levante,Alaves
1.0,0.8571428571428571,1.25,1.0,0.42857142857142855,0.5,1.5714285714285714,1.875,1,0.35714285714285715,0.5,3,4,0,spain,2020-11-08,Getafe,Villarreal
2.25,0.5,1.2857142857142858,1.2857142857142858,0.625,0.5714285714285714,2.125,2.0,1,0.391304347826087,0.3333333333333333,5,1,2,spain,2020-11-08,Sociedad,Granada
0.875,1.0,0.7777777777777778,1.6666666666666667,0.375,0.0,1.25,0.6666666666666666,1,0.3684210526315789,0.7142857142857143,2,3,1,spain,2020-11-20,Osasuna,Huesca
2.4285714285714284,0.2857142857142857,2.142857142857143,1.1428571428571428,0.7142857142857143,0.42857142857142855,2.4285714285714284,1.5714285714285714,1,0.2,0.2857142857142857,4,0,2,spain,2020-11-21,Ath Madrid,Barcelona
1.0,0.8571428571428571,0.6666666666666666,1.6666666666666667,0.42857142857142855,0.1111111111111111,1.4285714285714286,0.7777777777777778,1,0.625,0.6363636363636364,2,2,2,spain,2020-11-21,Sevilla,Celta
1.4444444444444444,1.0,1.75,1.125,0.5555555555555556,0.625,2.0,2.0,1,0.07142857142857142,0.14285714285714285,1,2,1,spain,2020-11-21,Villarreal,Real Madrid
1.0,1.625,1.0,1.1428571428571428,0.125,0.42857142857142855,0.75,1.5714285714285714,1,0.35714285714285715,0.4166666666666667,1,4,1,spain,2020-11-21,Levante,Elche
0.6666666666666666,1.0,1.0,1.125,0.2222222222222222,0.375,1.0,1.375,1,0.3125,0.3333333333333333,6,4,1,spain,2020-11-22,Eibar,Getafe
0.8888888888888888,1.1111111111111112,2.2222222222222223,0.4444444444444444,0.4444444444444444,0.6666666666666666,1.5555555555555556,2.2222222222222223,1,0.0,0.26666666666666666,2,1,0,spain,2020-11-22,Cadiz,Sociedad
1.125,1.375,0.7777777777777778,1.5555555555555556,0.5,0.1111111111111111,1.75,0.6666666666666666,1,0.35294117647058826,0.3,4,3,0,spain,2020-11-22,Granada,Valladolid
0.7777777777777778,1.1111111111111112,1.6666666666666667,1.5555555555555556,0.2222222222222222,0.3333333333333333,1.0,1.2222222222222223,1,0.21428571428571427,0.35714285714285715,1,1,1,spain,2020-11-22,Alaves,Valencia
0.875,1.125,1.3333333333333333,1.8888888888888888,0.375,0.4444444444444444,1.125,1.3333333333333333,1,0.6,0.125,0,0,2,spain,2020-11-23,Ath Bilbao,Betis
1.0,1.5,1.0,1.5555555555555556,0.2,0.1111111111111111,0.9,0.7777777777777778,1,0.36363636363636365,0.2727272727272727,0,3,1,spain,2020-11-27,Valladolid,Levante
1.875,1.25,1.0,1.2222222222222223,0.625,0.2222222222222222,2.0,1.1111111111111112,1,0.42857142857142855,0.5,2,3,0,spain,2020-11-28,Real Madrid,Alaves
0.7777777777777778,1.6666666666666667,1.375,1.0,0.0,0.5,0.6666666666666666,1.625,1,0.16666666666666666,0.23529411764705882,4,3,0,spain,2020-11-28,Huesca,Sevilla
1.7,1.6,2.25,0.25,0.3,0.75,1.2,2.5,1,0.3333333333333333,0.4,2,5,0,spain,2020-11-28,Valencia,Ath Madrid
1.0,1.125,0.8,1.1,0.375,0.4,1.5,1.4,1,0.6,0.25,9,2,1,spain,2020-11-28,Elche,Cadiz
1.875,1.125,0.8888888888888888,1.0,0.375,0.3333333333333333,1.375,1.2222222222222223,1,0.5238095238095238,0.45454545454545453,1,0,2,spain,2020-11-29,Barcelona,Osasuna
0.8888888888888888,1.0,1.2222222222222223,1.0,0.3333333333333333,0.4444444444444444,1.3333333333333333,1.3333333333333333,1,0.25,0.3333333333333333,2,4,1,spain,2020-11-29,Getafe,Ath Bilbao
0.8888888888888888,2.111111111111111,1.1111111111111112,1.5555555555555556,0.1111111111111111,0.4444444444444444,0.6666666666666666,1.5555555555555556,1,0.4444444444444444,0.2,7,3,2,spain,2020-11-29,Celta,Granada
2.1,0.4,1.4444444444444444,1.0,0.7,0.5555555555555556,2.3,2.0,1,0.4444444444444444,0.18181818181818182,5,3,1,spain,2020-11-29,Sociedad,Villarreal
1.2222222222222223,2.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,0.2222222222222222,1.0,1.0,1,0.375,0.5,2,1,0,spain,2020-11-30,Betis,Eibar
1.3333333333333333,0.8888888888888888,1.1,2.0,0.4444444444444444,0.2,1.4444444444444444,0.9,1,0.0,0.5714285714285714,2,1,0,spain,2020-12-04,Ath Bilbao,Celta
0.7,1.2,2.111111111111111,1.0,0.3,0.4444444444444444,1.2,1.5555555555555556,1,0.375,0.36363636363636365,0,2,2,spain,2020-12-05,Cadiz,Barcelona
2.111111111111111,0.2222222222222222,1.0,1.5,0.7777777777777778,0.2,2.5555555555555554,0.9,1,0.25,0.21428571428571427,4,2,2,spain,2020-12-05,Ath Madrid,Valladolid
1.3333333333333333,0.8888888888888888,1.7777777777777777,1.3333333333333333,0.5555555555555556,0.5555555555555556,1.7777777777777777,1.7777777777777777,1,0.15384615384615385,0.2727272727272727,1,3,0,spain,2020-12-05,Sevilla,Real Madrid
0.8888888888888888,1.2222222222222223,0.8888888888888888,1.1111111111111112,0.1111111111111111,0.2222222222222222,0.8888888888888888,1.1111111111111112,1,0.6153846153846154,0.0,2,13,2,spain,2020-12-05,Levante,Getafe
1.1,1.7,0.7,1.6,0.4,0.0,1.4,0.6,1,0.375,0.4117647058823529,2,0,1,spain,2020-12-06,Granada,Huesca
0.8,1.3,1.1,2.3,0.3,0.3,1.1,0.9,1,0.0,0.38461538461538464,3,2,0,spain,2020-12-06,Osasuna,Betis
1.4,1.0,1.0,1.1111111111111112,0.5,0.3333333333333333,1.9,1.4444444444444444,1,0.23076923076923078,0.0,3,2,1,spain,2020-12-06,Villarreal,Elche
1.1,1.2,2.2,0.5,0.3,0.7,1.3,2.3,1,0.16666666666666666,0.35714285714285715,4,0,1,spain,2020-12-06,Alaves,Sociedad
0.8,0.9,1.3,1.5,0.3,0.2,1.2,0.9,1,0.15,0.5714285714285714,3,2,1,spain,2020-12-07,Eibar,Valencia
1.0,1.5,0.7,1.2,0.2,0.3,0.9,1.1,1,0.5,0.42857142857142855,4,5,2,spain,2020-12-11,Valladolid,Osasuna
1.5555555555555556,1.1111111111111112,1.6666666666666667,0.1111111111111111,0.5555555555555556,0.7777777777777778,1.7777777777777777,2.5555555555555554,1,0.25,0.16666666666666666,1,3,2,spain,2020-12-12,Real Madrid,Ath Madrid
1.2,1.3,1.2,1.0,0.2,0.4,1.0,1.3,1,0.16666666666666666,0.35714285714285715,2,6,1,spain,2020-12-12,Valencia,Ath Bilbao
0.8,1.3,1.2,0.9,0.2,0.5,1.0,1.6,1,0.2222222222222222,0.0,2,3,0,spain,2020-12-12,Getafe,Sevilla
0.9,1.8,1.1,1.2,0.0,0.3,0.6,1.3,1,0.25,0.25,1,4,2,spain,2020-12-12,Huesca,Alaves
2.0,1.1,1.1,1.1,0.4,0.2,1.4,1.1,1,0.52,0.375,2,1,2,spain,2020-12-13,Barcelona,Levante
0.9,1.0,1.2,2.0,0.3,0.3,1.4,1.2,1,0.1,0.35714285714285715,4,2,0,spain,2020-12-13,Elche,Granada
1.3,2.0,1.2,0.9,0.4,0.4,1.2,1.7,1,0.4166666666666667,0.25,2,3,1,spain,2020-12-13,Betis,Villarreal
2.1,0.4,0.7,0.7,0.7,0.3,2.3,1.3,1,0.2222222222222222,0.23529411764705882,4,3,1,spain,2020-12-13,Sociedad,Eibar
1.2,1.9,0.9,1.1,0.3,0.4,1.1,1.5,1,0.5555555555555556,0.15384615384615385,2,1,2,spain,2020-12-14,Celta,Cadiz
1.6,1.0,1.2,1.1,0.6,0.3,1.9,1.1,1,0.2631578947368421,0.36363636363636365,1,6,2,spain,2020-12-15,Real Madrid,Ath Bilbao
1.7,1.1,2.2,0.4,0.4,0.7,1.4,2.4,1,0.26666666666666666,0.38461538461538464,3,3,2,spain,2020-12-16,Barcelona,Sociedad
1.3,1.3,1.0,1.6,0.3,0.1,1.1,0.9,1,0.2727272727272727,0.14285714285714285,0,6,2,spain,2020-12-18,Ath Bilbao,Huesca
1.0,0.8,1.2,1.6,0.5,0.3,1.6,1.1,1,0.2,0.38461538461538464,3,4,1,spain,2020-12-19,Sevilla,Valladolid
0.7,1.5,1.3,0.6,0.2,0.4,0.8,1.8,1,0.14285714285714285,0.42857142857142855,5,2,0,spain,2020-12-19,Osasuna,Villarreal
0.8,1.1,2.0,0.6,0.1,0.6,0.8,2.1,1,0.35714285714285715,0.3125,2,1,2,spain,2020-12-19,Levante,Sociedad
1.5,0.3,0.9,0.8,0.7,0.3,2.3,1.4,1,0.46153846153846156,0.3333333333333333,1,2,2,spain,2020-12-19,Ath Madrid,Elche
1.8,1.1,1.3,1.4,0.5,0.2,1.6,1.0,1,0.34615384615384615,0.3076923076923077,4,2,1,spain,2020-12-19,Barcelona,Valencia
1.4,1.8,1.0,1.1,0.3,0.3,1.1,1.3,1,0.25,0.2222222222222222,2,2,2,spain,2020-12-20,Celta,Alaves
1.2,1.4,1.2,2.1,0.4,0.3,1.5,1.0,1,0.3333333333333333,0.06666666666666667,3,4,2,spain,2020-12-20,Granada,Betis
0.8,1.5,0.5,1.4,0.3,0.1,1.2,0.7,1,0.1111111111111111,0.5714285714285714,1,6,0,spain,2020-12-20,Cadiz,Getafe
0.7,0.6,1.8,1.1,0.3,0.6,1.4,1.9,1,0.2727272727272727,0.4166666666666667,1,0,0,spain,2020-12-20,Eibar,Real Madrid
1.8,0.8,1.8,0.4,0.5,0.8,1.8,2.5,1,0.14285714285714285,0.3333333333333333,3,3,0,spain,2020-12-22,Sociedad,Ath Madrid
1.6,0.7,1.5,1.2,0.5,0.4,2.0,1.4,1,0.3333333333333333,0.3,1,1,1,spain,2020-12-22,Villarreal,Ath Bilbao
1.0,1.8,1.0,1.0,0.1,0.2,0.8,1.1,1,0.16666666666666666,0.1,2,3,1,spain,2020-12-22,Huesca,Levante
1.3,1.6,1.9,1.0,0.3,0.5,1.2,1.7,1,0.38461538461538464,0.45454545454545453,1,2,0,spain,2020-12-22,Valladolid,Barcelona
0.9,1.1,0.6,1.8,0.2,0.1,1.1,0.5,1,0.25,0.375,1,5,1,spain,2020-12-22,Elche,Osasuna
1.4,1.6,1.0,0.9,0.1,0.4,0.8,1.4,1,0.36363636363636365,0.15,3,2,0,spain,2020-12-22,Valencia,Sevilla
0.7,1.4,1.6,1.5,0.2,0.4,0.9,1.4,1,0.42857142857142855,0.3333333333333333,3,3,1,spain,2020-12-23,Getafe,Celta
1.9,1.2,1.2,1.3,0.6,0.4,1.9,1.5,1,0.25,0.09090909090909091,2,1,2,spain,2020-12-23,Real Madrid,Granada
0.9,1.0,0.8,0.8,0.3,0.3,1.3,1.4,1,0.21428571428571427,0.4444444444444444,4,2,2,spain,2020-12-23,Alaves,Eibar
1.0,2.3,0.7,1.4,0.2,0.3,0.7,1.2,1,0.14285714285714285,0.42857142857142855,1,1,2,spain,2020-12-23,Betis,Cadiz
0.6,1.5,1.2,1.7,0.2,0.3,0.9,1.2,1,0.3333333333333333,0.125,3,2,1,spain,2020-12-29,Cadiz,Valladolid
1.9,1.0,0.7,0.9,0.5,0.2,1.7,1.1,1,0.29411764705882354,0.3,0,2,1,spain,2020-12-29,Barcelona,Eibar
1.1,1.0,0.9,2.0,0.2,0.3,1.2,1.0,1,0.45454545454545453,0.35,6,2,2,spain,2020-12-29,Levante,Betis
1.0,0.8,1.4,0.7,0.5,0.4,1.6,1.8,1,0.2727272727272727,0.2857142857142857,1,4,2,spain,2020-12-29,Sevilla,Villarreal
1.1,1.4,1.4,1.5,0.4,0.1,1.4,0.8,1,0.2,0.35294117647058826,7,10,2,spain,2020-12-30,Granada,Valencia
