match_idx,date,home_team,away_team,total_goals,over_2_5,btts,outcome,home_avg_gf_l10,home_avg_ga_l10,home_avg_gf_l5,home_avg_ga_l5,away_avg_gf_l10,away_avg_ga_l10,away_avg_gf_l5,away_avg_ga_l5,home_odds,draw_odds,away_odds,home_prob,draw_prob,away_prob,expected_goals,combined_attacking,odds_competitiveness
650,2022-09-03,Gil Vicente,Porto,2,0,0,A,1.1,1.7,0.6,1.6,2.5,0.7,2.4,0.8,7.225,4.484999999999999,1.4316666666666666,0.1305910760400408,0.2103724692060859,0.6590364547538733,3.0,0.8368949168382,5.793333333333333
651,2022-09-03,Sp Braga,Guimaraes,1,0,0,H,2.3,0.6,3.8,1.2,1.5,0.7,1.6,0.6,1.3683333333333334,4.808333333333334,8.128333333333332,0.688270759306467,0.1958649197194486,0.1158643209740843,5.4,0.8538425286406126,6.759999999999999
652,2022-09-04,Casa Pia,Arouca,0,0,0,D,0.75,0.25,0.75,0.25,0.6,1.6,0.6,2.2,2.075,3.14,3.796666666666667,0.4530298491298095,0.2993748206829154,0.2475953301872751,1.35,0.7453166485079915,1.7216666666666667
653,2022-09-04,Santa Clara,Maritimo,3,1,1,H,1.0,1.3,0.4,1.8,0.9,2.0,0.4,2.8,2.0416666666666665,3.2099999999999995,3.8516666666666666,0.4616577558798798,0.2936296733919277,0.2447125707281924,0.8,0.7494237850917087,1.81
654,2022-09-04,Portimonense,Famalicao,1,0,0,H,1.1,1.3,1.4,0.4,1.2,1.3,0.8,1.4,2.2783333333333338,3.1916666666666664,3.235,0.4135453869515329,0.295204461599345,0.2912501514491219,2.2,0.748036348053986,0.9566666666666661
655,2022-09-05,Boavista,Pacos Ferreira,1,0,0,H,0.9,1.7,1.0,1.6,0.6,2.0,0.4,2.4,2.0166666666666666,3.23,3.903333333333333,0.4670698390836581,0.2916173917911384,0.2413127691252033,1.4,0.7520590580911986,1.8866666666666663
656,2022-09-05,Chaves,Rio Ave,2,0,1,D,1.25,0.75,1.25,0.75,0.8,1.5,1.4,1.6,2.5066666666666664,3.078333333333333,2.9433333333333334,0.3751028375457723,0.3054437832532981,0.3194533792009295,2.65,0.7386870195898895,0.436666666666667
657,2022-09-09,Guimaraes,Santa Clara,1,0,0,H,1.5,0.7,0.6,0.8,1.0,1.4,0.8,1.2,1.985,3.2916666666666665,3.975,0.4756448336814555,0.2868318971719562,0.2375232691465884,1.4,0.7553506645755113,1.99
658,2022-09-10,Famalicao,Benfica,1,0,0,A,1.2,1.3,0.2,1.2,1.8,0.4,2.6,0.6,7.346666666666667,4.588333333333334,1.415,0.1283177690719686,0.2054575830255131,0.6662246479025181,2.8000000000000003,0.8428299333688187,5.931666666666667
659,2022-09-10,Sp Lisbon,Portimonense,4,1,0,H,2.2,1.3,1.6,1.6,1.1,1.3,1.4,0.4,1.3266666666666669,5.141666666666667,9.231666666666667,0.7134036716555783,0.1840743347286354,0.1025219936157862,3.0,0.8620916461709158,7.905
660,2022-09-10,Porto,Chaves,3,1,0,H,2.6,0.7,2.4,0.8,1.2,0.8,1.2,0.8,1.1483333333333332,7.473333333333334,18.66,0.822911648066209,0.1264465043527247,0.0506418475810662,3.5999999999999996,0.924417853981647,17.511666666666667
661,2022-09-11,Pacos Ferreira,Casa Pia,5,1,1,A,0.4,2.1,0.4,2.2,0.6,0.2,0.6,0.2,2.811666666666667,3.0383333333333327,2.65,0.3348508791457228,0.3098702321002932,0.355278888753984,1.0,0.7330194271398374,0.16166666666666707
662,2022-09-11,Arouca,Boavista,3,1,1,A,0.6,1.5,0.6,2.2,0.9,1.7,0.8,1.2,2.651666666666667,3.081666666666667,2.8000000000000003,0.3561901850473096,0.3064892289941966,0.3373205859584937,1.4,0.7342641644967225,0.14833333333333343
663,2022-09-11,Maritimo,Gil Vicente,3,1,1,A,1.0,2.0,0.6,3.0,1.0,1.7,0.6,1.0,2.7983333333333333,3.1500000000000004,2.603333333333333,0.3374657410853663,0.2997909943292751,0.3627432645853585,1.2,0.741478488125134,0.19500000000000028
664,2022-09-11,Rio Ave,Sp Braga,5,1,1,A,0.8,1.5,1.2,1.6,2.3,0.6,3.6,0.6,5.456666666666667,3.93,1.6083333333333334,0.1729741424003031,0.2401685081503784,0.5868573494493184,4.8,0.8050237227836843,3.8483333333333336
665,2022-09-12,Vizela,Estoril,1,0,0,A,1.1,1.7,1.0,1.2,1.1,1.2,1.4,1.0,2.2383333333333333,3.2099999999999995,3.286666666666667,0.4204622871962029,0.2931883965236244,0.2863493162801727,2.4,0.7510206177626004,1.0483333333333338
666,2022-09-16,Portimonense,Chaves,1,0,0,H,1.1,1.0,1.4,1.0,1.0,1.1666666666666667,1.2,1.2,2.1583333333333337,3.203333333333333,3.5216666666666665,0.4373209701684518,0.2946569492029892,0.268022080628559,2.5999999999999996,0.7472769233299285,1.3633333333333328
667,2022-09-17,Santa Clara,Pacos Ferreira,2,0,1,D,0.9,1.4,0.8,1.4,0.6,2.0,0.8,2.6,2.018333333333333,3.245,3.88,0.4668160233730578,0.2903514146403559,0.2428325619865863,1.6,0.7531902576893936,1.8616666666666668
668,2022-09-17,Boavista,Sp Lisbon,3,1,1,H,1.1,1.4,1.0,1.4,2.6,1.1,1.8,1.0,6.9,4.265,1.47,0.1367671552025968,0.2212645652750101,0.6419682795223932,2.8,0.8251996450754214,5.430000000000001
669,2022-09-17,Gil Vicente,Rio Ave,4,1,1,D,1.0,1.6,0.8,1.2,1.0,1.8,1.6,2.0,2.0016666666666665,3.3166666666666664,3.8283333333333336,0.4702842685646095,0.2838248274100985,0.245890904025292,2.4000000000000004,0.7607939545372326,1.826666666666667
670,2022-09-17,Estoril,Porto,2,0,1,D,1.2,1.2,1.2,1.0,2.2,0.7,2.0,0.6,10.483333333333333,5.185,1.3016666666666667,0.090288275847256,0.1825500659206816,0.7271616582320621,3.2,0.8636353458225868,9.181666666666665
671,2022-09-18,Arouca,Guimaraes,4,1,1,D,0.6,1.6,0.8,1.8,1.2,0.7,0.6,0.8,3.016666666666667,3.190000000000001,2.401666666666667,0.3123305895483716,0.2953596484234861,0.392309762028142,1.4,0.7478692283213391,0.6150000000000002
672,2022-09-18,Benfica,Maritimo,5,1,0,H,1.7,0.4,2.0,0.6,0.7,2.2,0.6,2.4,1.1116666666666668,8.961666666666666,22.011666666666667,0.851389613376125,0.1056122135246188,0.0429981730992561,2.6,0.9449806784349173,20.9
673,2022-09-18,Casa Pia,Famalicao,1,0,0,H,1.0,0.5,1.2,0.6,1.0,1.2,0.2,1.0,2.391666666666667,2.9883333333333333,3.2583333333333333,0.3945784946466532,0.315794835369742,0.2896266699836048,1.4,0.7250238377429444,0.8666666666666663
674,2022-09-18,Sp Braga,Vizela,2,0,0,H,2.6,0.8,3.6,0.4,1.1,1.7,0.8,1.4,1.3116666666666668,5.265,9.291666666666666,0.7192716071250401,0.1791917552413443,0.1015366376336155,4.4,0.8700121366829818,7.9799999999999995
675,2022-09-30,Sp Lisbon,Gil Vicente,4,1,1,H,2.4,1.3,1.4,1.4,1.1,1.7,1.2,1.4,1.3,5.293333333333333,9.946666666666667,0.7265915857160555,0.1784450367942454,0.0949633774896989,2.5999999999999996,0.8697669622602597,8.646666666666667
676,2022-09-30,Porto,Sp Braga,5,1,1,H,2.3,0.7,2.0,0.8,2.7,0.8,3.4,0.4,1.7733333333333334,3.7716666666666665,4.275,0.5305075945564386,0.2494299958497793,0.2200624095937819,5.4,0.797827903091061,2.501666666666667
677,2022-10-01,Vizela,Portimonense,1,0,0,H,0.9,1.8,0.8,1.6,1.1,1.0,1.0,1.0,2.18,3.275,3.36,0.4320665297644522,0.28760459080504,0.2803288794305077,1.8,0.7563346439493228,1.1799999999999997
678,2022-10-01,Chaves,Estoril,2,0,1,D,0.8571428571428571,1.1428571428571428,0.8,1.2,1.1,1.1,1.4,1.0,2.285,3.2016666666666667,3.208333333333333,0.4122183874309411,0.2941964649494119,0.2935851476196469,2.2,0.7493250731762767,0.9233333333333329
679,2022-10-01,Guimaraes,Benfica,0,0,0,D,1.3,0.8,0.8,1.2,2.2,0.4,2.8,0.6,7.866666666666667,4.81,1.3816666666666668,0.1200611583288729,0.1963578195815247,0.6835810220896023,3.5999999999999996,0.8508822146347447,6.485
680,2022-10-02,Rio Ave,Santa Clara,1,0,0,H,1.2,1.8,2.0,1.8,0.8,1.3,0.8,1.2,2.5050000000000003,3.1533333333333338,2.895,0.3759847363928504,0.2986813207179991,0.3253339428891504,2.8,0.7446247401569916,0.3899999999999997
681,2022-10-02,Pacos Ferreira,Arouca,2,0,1,D,0.6,2.0,1.0,2.2,0.7,1.6,1.0,2.2,2.26,3.17,3.266666666666667,0.4158400998037656,0.2964664433932209,0.2876934568030133,2.0,0.7486003250857864,1.0066666666666673
682,2022-10-02,Famalicao,Boavista,4,1,0,H,1.0,1.3,0.2,0.6,1.3,1.2,1.0,1.4,2.2266666666666666,3.1533333333333338,3.366666666666666,0.4223834119929197,0.2982580541345352,0.279358533872545,1.2,0.7461314993774828,1.1399999999999992
683,2022-10-03,Maritimo,Casa Pia,3,1,1,A,0.5,2.5,0.4,3.0,1.0,0.42857142857142855,1.4,0.4,2.8633333333333333,3.15,2.52,0.328381548084441,0.2984970897402484,0.3731213621753105,1.7999999999999998,0.7460687029953619,0.34333333333333327
684,2022-10-07,Gil Vicente,Estoril,1,0,0,A,1.1,1.6,1.4,2.0,1.1,0.9,1.2,0.8,2.166666666666667,3.3683333333333327,3.293333333333333,0.4345670908710241,0.2795335072401442,0.2858994018888317,2.5999999999999996,0.7651821862348178,1.126666666666666
685,2022-10-08,Benfica,Rio Ave,6,1,1,H,2.1,0.4,2.2,0.6,1.3,1.7,1.8,1.4,1.1549999999999998,7.458333333333333,16.555,0.8165746512822037,0.1264550242097356,0.0569703245080607,4.0,0.9262055773683682,15.4
686,2022-10-08,Pacos Ferreira,Guimaraes,1,0,0,A,0.6,2.0,1.2,1.8,1.2,0.7,0.6,0.8,3.1316666666666664,3.1833333333333336,2.338333333333333,0.300929032324719,0.2960448438419617,0.4030261238333192,1.7999999999999998,0.7469738115351542,0.7933333333333334
687,2022-10-08,Santa Clara,Sp Lisbon,3,1,1,A,0.7,1.3,0.6,1.0,2.3,1.3,2.0,1.0,6.251666666666666,4.123333333333334,1.515,0.1505416307220692,0.2282464255612293,0.6212119437167014,2.6,0.8200233513087379,4.736666666666666
688,2022-10-08,Portimonense,Porto,2,0,0,A,1.1,1.0,0.6,1.0,2.3,0.6,2.2,1.0,7.393333333333333,4.5683333333333325,1.4166666666666667,0.1275964118674274,0.2065004316103277,0.6659031565222449,2.8000000000000003,0.8411393412189041,5.976666666666666
689,2022-10-09,Sp Braga,Chaves,1,0,0,A,2.7,1.2,2.6,1.2,0.875,1.125,0.8,1.2,1.2833333333333334,5.573333333333333,10.006666666666666,0.7361000429105622,0.1694967204070373,0.0944032366824005,3.4000000000000004,0.879154156968947,8.723333333333333
690,2022-10-09,Boavista,Maritimo,2,0,1,D,1.1,1.5,1.0,1.8,0.6,2.6,0.6,2.4,1.935,3.398333333333333,4.013333333333333,0.4874387948073237,0.2775460719820023,0.2350151332106739,1.6,0.7659653008490217,2.0783333333333327
691,2022-10-09,Casa Pia,Vizela,1,0,0,A,1.125,0.5,1.4,0.6,0.8,1.4,0.8,1.4,2.391666666666667,3.111666666666667,3.1116666666666664,0.3941313067342199,0.30293434663289,0.30293434663289,2.2,0.739489650616148,0.7199999999999993
692,2022-10-10,Arouca,Famalicao,5,1,1,H,0.7,1.7,0.8,2.2,1.1,1.2,1.0,0.6,2.7216666666666662,3.183333333333333,2.6116666666666664,0.3451736501504859,0.2951144349192374,0.3597119149302766,1.8,0.7503191787443957,0.10999999999999988
693,2022-10-21,Porto,Benfica,1,0,0,A,2.4,0.6,2.4,0.4,2.5,0.5,2.4,0.6,2.3433333333333333,3.245000000000001,3.051666666666667,0.4016027126816176,0.2900120256961244,0.3083852616222579,4.8,0.7544323190073283,0.7083333333333339
694,2022-10-22,Famalicao,Pacos Ferreira,3,1,1,H,0.9,1.4,1.0,1.4,0.6,1.9,0.8,1.4,1.7016666666666664,3.523333333333333,5.155,0.5515504115622935,0.2663826727554879,0.1820669156822184,1.8,0.7816455786390741,3.453333333333334
695,2022-10-22,Estoril,Sp Braga,2,0,0,A,1.1,0.9,0.8,0.8,2.6,1.3,1.4,1.4,4.711666666666667,3.8233333333333337,1.6916666666666669,0.1992997831969365,0.245606140844699,0.5550940759583642,2.2,0.8033721276710677,3.02
696,2022-10-22,Sp Lisbon,Casa Pia,4,1,1,H,2.2,1.2,2.4,0.8,1.0,0.5555555555555556,1.2,0.8,1.2966666666666666,5.1466666666666665,10.596666666666666,0.7276386480537084,0.1833234676767438,0.0890378842695478,3.5999999999999996,0.8655775247426274,9.299999999999999
697,2022-10-23,Maritimo,Arouca,2,0,1,D,0.6,2.6,0.8,2.4,1.1,1.7,1.6,1.2,2.6016666666666666,3.1750000000000003,2.745,0.3613752816536164,0.2961190628143281,0.3425056555320554,2.4000000000000004,0.7486677191889277,0.14333333333333353
698,2022-10-23,Vizela,Santa Clara,1,0,0,A,0.8,1.3,0.6,1.0,0.6,1.5,0.8,1.2,1.985,3.2716666666666665,3.9066666666666654,0.4728512002321675,0.286890361424611,0.2402584383432216,1.4,0.75975103377722,1.9216666666666653
699,2022-10-23,Chaves,Gil Vicente,4,1,1,H,0.8888888888888888,1.0,0.6,1.2,0.8,1.7,1.0,1.8,2.5416666666666665,3.3366666666666664,2.7066666666666666,0.370263724735215,0.2820440460645369,0.3476922292002481,1.6,0.7629007510296375,0.16500000000000004
700,2022-10-23,Guimaraes,Boavista,5,1,1,H,1.2,0.6,0.8,0.6,1.1,1.5,1.2,1.4,2.0683333333333334,3.1850000000000005,3.7566666666666655,0.4545506254169014,0.2951843674214414,0.2502650071616569,2.0,0.7496744975536374,1.6883333333333321
701,2022-10-24,Rio Ave,Portimonense,1,0,0,H,1.5,1.8,1.6,2.0,0.9,0.9,0.4,1.4,2.525,3.146666666666667,2.8516666666666666,0.3720399274293829,0.2985383951565228,0.3294216774140941,2.0,0.7467117255267315,0.32666666666666666
702,2022-10-28,Pacos Ferreira,Maritimo,1,0,0,A,0.7,1.9,1.0,1.6,0.7,2.6,0.8,2.2,2.2883333333333336,3.188333333333334,3.2616666666666667,0.4133418627793356,0.2966640761087443,0.2899940611119202,1.8,0.7435909936913858,0.9733333333333332
703,2022-10-29,Santa Clara,Porto,2,0,1,D,0.7,1.1,0.6,1.0,2.2,0.7,2.0,0.6,7.895,4.501666666666666,1.4066666666666665,0.1195263772205032,0.2096247496829041,0.6708488730965926,2.6,0.8375629185188299,6.488333333333333
704,2022-10-29,Benfica,Chaves,5,1,0,H,2.4,0.5,2.2,0.4,1.1,1.0,1.0,1.2,1.1749999999999998,7.065,15.428333333333333,0.8048475048857963,0.1338564498571564,0.0612960452570472,3.2,0.9158796448461085,14.253333333333334
705,2022-10-29,Arouca,Sp Lisbon,1,0,0,H,1.2,1.8,1.8,1.4,2.1,1.3,2.6,1.0,7.146666666666666,4.243333333333333,1.465,0.1322317321319704,0.2227060751696344,0.645062192698395,4.4,0.8225192297896184,5.681666666666666
706,2022-10-30,Gil Vicente,Sp Braga,1,0,0,A,0.9,1.5,1.2,2.0,2.6,1.0,1.6,1.4,4.465,3.7283333333333335,1.7583333333333335,0.2111075261132111,0.2528194289035729,0.5360730449832158,2.8,0.7926845448804021,2.706666666666666
707,2022-10-30,Casa Pia,Rio Ave,1,0,0,H,1.0,0.8,1.4,1.4,1.4,1.7,1.6,1.8,2.03,3.223333333333333,3.84,0.463299999376158,0.2917783863703001,0.2449216142535418,3.0,0.7530275041050905,1.81
708,2022-10-30,Portimonense,Estoril,2,0,1,D,0.8,1.0,0.2,1.6,1.1,0.9,0.8,0.8,2.3633333333333333,3.1833333333333336,3.103333333333333,0.3993681834127708,0.296494284858277,0.3041375317289522,1.0,0.7453653274835286,0.7399999999999998
709,2022-10-30,Boavista,Vizela,4,1,1,D,1.1,1.6,1.4,2.0,0.7,1.0,0.4,0.8,2.4966666666666666,3.1950000000000003,2.8783333333333334,0.3775252523812711,0.2950092999828607,0.327465447635868,1.7999999999999998,0.7479573227534415,0.3816666666666668
710,2022-10-31,Guimaraes,Famalicao,5,1,1,H,1.0,0.8,1.4,0.8,0.8,1.3,1.4,1.4,2.025,3.285,3.805,0.4654122299204947,0.2868979499509898,0.2476898201285155,2.8,0.7566392498499376,1.7800000000000002
711,2022-11-04,Gil Vicente,Portimonense,3,1,1,A,0.8,1.6,0.8,2.0,0.9,1.0,0.4,1.0,2.2566666666666664,3.348333333333333,3.1316666666666664,0.4176126969643432,0.2814572382726334,0.3009300647630232,1.2000000000000002,0.7624502489224367,0.875
712,2022-11-05,Vizela,Arouca,1,0,0,A,0.8,1.2,0.8,1.0,1.3,1.4,1.8,1.0,1.9366666666666663,3.2716666666666665,4.191666666666666,0.4868599118711614,0.2881972580714669,0.2249428300573716,2.6,0.7549197072299424,2.255
713,2022-11-05,Porto,Pacos Ferreira,4,1,0,H,1.8,0.7,1.6,0.8,0.7,1.9,0.6,1.2,1.116666666666667,8.615,21.796666666666667,0.846847640693836,0.1097674442377384,0.0433849150684256,2.2,0.9414009627653138,20.68
714,2022-11-05,Sp Lisbon,Guimaraes,3,1,0,H,1.8,1.1,1.8,1.2,1.2,1.0,1.8,1.2,1.3266666666666669,5.096666666666667,9.17,0.7117561765627096,0.1852707379149499,0.1029730855223404,3.6,0.8628200983105274,7.843333333333333
715,2022-11-06,Rio Ave,Boavista,1,0,0,H,1.4,1.7,1.2,1.4,1.2,1.8,1.4,2.2,2.4200000000000004,3.111666666666667,3.0716666666666668,0.3897778166952336,0.3031373271780821,0.3070848561266844,2.5999999999999996,0.7387792989331982,0.6516666666666664
716,2022-11-06,Maritimo,Famalicao,0,0,0,D,0.7,2.1,0.8,1.8,1.0,1.4,1.8,1.8,2.763333333333333,3.168333333333333,2.6066666666666665,0.3410321520637329,0.2974388785490105,0.3615289693872565,2.6,0.7455134988384613,0.15666666666666673
717,2022-11-06,Sp Braga,Casa Pia,1,0,0,A,2.4,0.7,1.2,1.0,1.1,0.8,1.0,1.0,1.41,4.68,7.47,0.6711242419530399,0.2021976882807235,0.1266780697662364,2.2,0.8430886667236321,6.06
718,2022-11-06,Estoril,Benfica,6,1,1,A,1.0,1.0,0.8,1.0,2.5,0.5,3.0,0.4,9.515,5.580000000000001,1.2983333333333331,0.0996629044100999,0.1699448988283334,0.7303921967615666,3.8,0.8753154434218791,8.216666666666667
719,2022-11-07,Chaves,Santa Clara,0,0,0,D,1.1,1.4,1.0,1.6,0.8,1.2,0.8,1.0,2.3366666666666664,3.1316666666666664,3.1933333333333334,0.4035717160231075,0.3011216316468317,0.2953066523300608,1.8,0.7411124578964141,0.8566666666666669
720,2022-11-12,Arouca,Rio Ave,1,0,0,A,1.3,1.4,1.6,0.6,1.5,1.4,1.0,1.0,2.2883333333333336,3.178333333333333,3.2366666666666664,0.4120343508634944,0.2966560900553633,0.2913095590811421,2.6,0.7459591068893017,0.9483333333333328
721,2022-11-12,Boavista,Porto,5,1,1,A,1.0,1.8,1.0,2.2,2.1,0.7,2.2,0.6,9.134,4.808000000000001,1.34,0.102921230510252,0.1955246504743432,0.7015541190154047,3.2,0.8557497164930765,7.7940000000000005
722,2022-11-13,Portimonense,Sp Braga,3,1,1,A,0.8,1.1,0.6,1.2,2.1,0.8,0.8,1.2,4.955,3.843333333333333,1.6733333333333336,0.1904616491774251,0.2455518139655182,0.5639865368570567,1.4,0.799425908877105,3.2816666666666663
723,2022-11-13,Famalicao,Sp Lisbon,3,1,1,A,1.0,1.1,1.8,1.6,1.8,1.1,2.2,0.8,5.315,3.790000000000001,1.6499999999999997,0.1778224533726124,0.2493737043998509,0.5728038422275367,4.0,0.7942073605290916,3.665000000000001
724,2022-11-13,Benfica,Gil Vicente,4,1,1,H,2.9,0.6,3.0,0.6,0.9,1.7,0.6,2.0,1.1316666666666666,8.436666666666666,18.17833333333333,0.8358476302447755,0.1121178468858559,0.0520345228693685,3.6,0.9386629737317228,17.046666666666663
725,2022-11-13,Pacos Ferreira,Vizela,2,0,0,A,0.7,2.0,0.4,1.8,0.8,1.2,0.8,0.8,3.096666666666667,3.181666666666666,2.373333333333333,0.3050585054869584,0.2969086973257039,0.3980327971873376,1.2000000000000002,0.744276194047,0.723333333333334
726,2022-11-13,Guimaraes,Maritimo,1,0,0,H,1.1,1.3,1.4,1.4,0.6,1.9,0.8,0.8,1.7049999999999998,3.626666666666667,5.053333333333334,0.5532412454207049,0.2600945744785758,0.1866641801007193,2.2,0.7843994459876663,3.3483333333333336
727,2022-11-13,Casa Pia,Chaves,3,1,1,A,1.2,0.7,1.0,1.0,0.9,1.3,1.0,1.4,2.0516666666666663,3.308333333333333,3.715,0.4603168394004202,0.2854660097238878,0.2542171508756918,2.0,0.7565876149231441,1.6633333333333336
728,2022-11-14,Santa Clara,Estoril,4,1,1,H,0.7,1.0,0.6,0.8,1.1,1.4,0.8,1.8,2.315,3.1633333333333336,3.2033333333333336,0.4074136781857722,0.2981546886196193,0.2944316331946084,1.4,0.7441402606626017,0.8883333333333336
729,2022-12-23,Rio Ave,Maritimo,2,0,1,D,1.4,1.2,1.0,1.0,0.6,1.5,0.6,0.6,1.9783333333333333,3.365,3.91,0.4775817368902005,0.2807773757744765,0.2416408873353231,1.6,0.7612304655938051,1.9316666666666669
730,2022-12-28,Portimonense,Casa Pia,3,1,1,A,0.7,1.2,0.8,1.4,1.1,0.9,0.8,1.2,2.353333333333333,3.18,3.106666666666666,0.4003919583688334,0.2963068371157196,0.3033012045154469,1.6,0.7468175904874225,0.753333333333333
731,2022-12-28,Porto,Arouca,6,1,1,H,2.2,0.8,2.2,0.6,1.1,1.4,1.4,0.6,1.13,8.008333333333333,20.72833333333333,0.8363877013000766,0.1180168286121648,0.0455954700877584,3.6,0.9331988976654729,19.598333333333333
732,2022-12-29,Gil Vicente,Santa Clara,1,0,0,H,1.0,2.0,0.6,2.0,0.9,0.9,1.2,0.8,2.158333333333333,3.221666666666667,3.481666666666667,0.4367085068804752,0.2925698481170281,0.2707216450024965,1.7999999999999998,0.750539228279774,1.3233333333333337
733,2022-12-29,Sp Lisbon,Pacos Ferreira,3,1,0,H,2.0,0.9,2.0,0.8,0.7,1.9,0.2,2.0,1.135,7.868333333333333,20.586666666666662,0.8337628102628084,0.1202695347996129,0.0459676549375787,2.2,0.9296323982561457,19.45166666666666
734,2022-12-30,Sp Braga,Benfica,3,1,0,H,1.8,0.9,1.0,0.6,2.9,0.7,3.6,0.8,4.591666666666668,3.7833333333333337,1.7166666666666666,0.2045653391194792,0.2482720305172534,0.5471626303632674,4.6,0.8003101157648054,2.875000000000001
735,2022-12-30,Vizela,Guimaraes,3,1,0,H,0.9,1.1,1.0,0.8,1.1,1.1,1.6,1.4,2.2383333333333333,3.251666666666667,3.2616666666666667,0.4211201150249967,0.2898843231566225,0.2889955618183805,2.6,0.7533527048976677,1.0233333333333334
736,2022-12-30,Chaves,Famalicao,2,0,0,A,1.0,1.3,1.2,1.4,1.1,1.3,1.2,2.0,2.486666666666667,3.176666666666667,2.9066666666666663,0.3790325596839358,0.2967033468249906,0.3242640934910735,2.4,0.746181469365669,0.4199999999999995
737,2023-01-05,Santa Clara,Sp Braga,4,1,0,A,0.9,0.9,1.0,0.6,1.5,0.9,1.6,0.4,5.041666666666667,3.74,1.6749999999999998,0.1866371717668264,0.2515942266464572,0.5617686015867165,2.6,0.7953620328111509,3.366666666666667
738,2023-01-06,Benfica,Portimonense,1,0,0,H,2.6,0.8,2.8,1.0,0.7,1.4,1.0,1.4,1.1516666666666666,7.308333333333334,17.776666666666667,0.8180842649491606,0.1289159012724903,0.0529998337783489,3.8,0.9245603175813539,16.625
739,2023-01-06,Famalicao,Vizela,3,1,1,H,1.2,1.3,1.4,1.2,1.0,0.9,1.4,0.8,2.41,3.1283333333333334,3.073333333333333,0.391459432144346,0.3015718374431136,0.3069687304125403,2.8,0.7403173688805682,0.6633333333333327
740,2023-01-07,Arouca,Estoril,2,0,0,H,1.2,1.3,0.8,1.4,1.0,1.5,0.8,2.2,2.243333333333333,3.2649999999999992,3.2466666666666666,0.4205125447467832,0.2889279659158603,0.2905594893373563,1.6,0.753773443864397,1.0033333333333334
741,2023-01-07,Guimaraes,Rio Ave,0,0,0,D,1.1,1.3,1.4,2.0,1.2,1.2,0.8,0.4,2.026666666666667,3.268333333333333,3.813333333333333,0.4647789746199119,0.2882056262813936,0.2470153990986944,2.2,0.7556588148693412,1.7866666666666662
742,2023-01-07,Casa Pia,Porto,0,0,0,D,1.2,1.0,1.2,1.2,2.6,0.6,2.8,0.8,8.64,4.588333333333334,1.3783333333333336,0.1092719807217036,0.2057631485874724,0.684964870690824,4.0,0.8412546464239328,7.261666666666667
743,2023-01-08,Boavista,Gil Vicente,1,0,0,H,1.1,2.0,1.2,2.2,0.9,1.8,0.8,1.8,2.595,3.2383333333333333,2.72,0.362926050768142,0.2908264853556341,0.3462474638762237,2.0,0.753003513544146,0.125
744,2023-01-08,Pacos Ferreira,Chaves,2,0,1,D,0.5,1.9,0.2,2.4,0.8,1.5,1.0,1.8,2.813333333333334,3.225,2.5316666666666667,0.335164580163535,0.2923812978377505,0.3724541219987144,1.2,0.7504469453275883,0.2816666666666672
745,2023-01-08,Maritimo,Sp Lisbon,1,0,0,H,0.7,1.5,0.6,0.6,2.3,0.7,2.2,0.6,8.213333333333333,4.743333333333333,1.3783333333333332,0.1150689643674893,0.1992480170073744,0.6856830186251361,2.8000000000000003,0.847267152436439,6.835
746,2023-01-13,Portimonense,Santa Clara,0,0,0,D,0.6,1.5,1.0,1.4,0.7,1.2,0.8,1.4,1.995,3.31,3.83,0.470896974919767,0.2838185694758112,0.2452844556044217,1.8,0.7623497385762055,1.835
747,2023-01-14,Vizela,Maritimo,3,1,0,H,1.0,0.9,1.6,1.0,0.7,1.3,0.6,0.4,1.8116666666666668,3.4666666666666663,4.4366666666666665,0.5178836224691845,0.2706439892423094,0.2114723882885062,2.2,0.7773723611536381,2.625
748,2023-01-14,Rio Ave,Pacos Ferreira,1,0,0,A,1.1,1.1,0.6,0.4,0.6,1.9,0.2,2.2,1.9216666666666669,3.2983333333333333,4.141666666666667,0.4886149332023952,0.2846756028207992,0.2267094639768055,0.8,0.7618303053359183,2.2199999999999998
749,2023-01-14,Sp Braga,Boavista,1,0,0,H,1.8,0.9,2.0,0.4,1.2,1.7,1.2,2.0,1.31,5.131666666666667,9.938333333333334,0.7209334761424833,0.1840382306748918,0.0950282931826248,3.2,0.86397927166637,8.628333333333334
750,2023-01-15,Chaves,Arouca,2,0,1,D,0.8,1.5,0.6,1.8,1.4,1.3,1.0,1.2,2.161666666666666,3.265,3.416666666666666,0.4357762898938031,0.2885154915733857,0.2757082185328111,1.6,0.7552889407074488,1.255
751,2023-01-15,Benfica,Sp Lisbon,4,1,1,D,2.5,0.7,2.8,1.0,2.1,0.8,1.6,0.6,1.8233333333333333,3.73,3.995,0.5140771942897753,0.251296001140757,0.2346268045694677,4.4,0.798758960583728,2.171666666666667
752,2023-01-15,Porto,Famalicao,5,1,1,H,2.4,0.6,2.8,0.6,1.4,1.3,1.4,1.2,1.1816666666666666,6.756666666666667,16.215,0.8014336631485747,0.1401619307282534,0.0584044061231719,4.199999999999999,0.9079336333393787,15.033333333333333
753,2023-01-16,Estoril,Casa Pia,2,0,0,H,0.7,1.7,0.6,2.6,1.2,1.0,1.0,0.6,2.833333333333333,3.095,2.563333333333334,0.3310396002766017,0.3030518688584938,0.3659085308649043,1.6,0.7430582115811213,0.26999999999999913
